Species	Global_Prevalence	Prevalence_URT	Prevalence_IRT	Prevalence_LRT	Prevalence_Nasal_Swab	Prevalence_Buccal_mucosa	Prevalence_Oral_swab	Prevalence_Saliva	Prevalence_Tongue_dorsum	Prevalence_Supraglottal	Prevalence_Sputum	Prevalence_BAL
s__Haemophilus_parainfluenzae	65.724	84.4171779141104	71.3888888888889	6.66666666666667	3.7037037037037	84.6153846153846	83.739837398374	95.2380952380952	99.5215311004785	5.08474576271186	26.8041237113402	6.66666666666667
s__TM7_phylum_sp_oral_taxon_352	46.133	51.2883435582822	66.5277777777778	6.66666666666667	7.40740740740741	37.9746835443038	81.3008130081301	77.4603174603175	95.2153110047847	6.77966101694915	19.5876288659794	6.66666666666667
s__Corynebacterium_aurimucosum	5.588	5.88957055214724	4.16666666666667	6.4957264957265	3.7037037037037	7.59493670886076	0	5.3968253968254	0	49.1525423728814	0.515463917525773	6.4957264957265
s__Actinomyces_SGB17132	41.738	42.3926380368098	69.1666666666667	6.15384615384615	7.40740740740741	26.9717624148004	91.869918699187	59.0476190476191	98.0861244019139	37.2881355932203	17.5257731958763	6.15384615384615
s__Veillonella_rogosae	51.278	59.8773006134969	68.6111111111111	5.98290598290598	0	54.7224926971762	66.260162601626	79.6825396825397	95.6937799043062	6.77966101694915	26.8041237113402	5.98290598290598
s__Bifidobacterium_longum	6.985	6.01226993865031	10	5.98290598290598	25.9259259259259	6.62122687439143	2.4390243902439	5.3968253968254	11.4832535885167	3.38983050847458	10.3092783505155	5.98290598290598
s__Prevotella_denticola	23.101	32.0858895705521	16.8055555555556	5.81196581196581	0	29.6981499513145	6.09756097560976	64.4444444444444	17.4641148325359	38.9830508474576	8.76288659793815	5.81196581196581
s__Streptococcus_oralis	64.77	84.478527607362	68.0555555555556	5.81196581196581	3.7037037037037	86.952288218111	81.7073170731707	89.5238095238095	90.6698564593301	16.9491525423729	40.7216494845361	5.81196581196581
s__Escherichia_coli	4.702	3.19018404907975	7.22222222222222	5.81196581196581	7.40740740740741	3.11587147030185	5.69105691056911	1.26984126984127	7.6555023923445	5.08474576271186	1.03092783505155	5.81196581196581
s__GGB1144_SGB1469	48.211	60.7361963190184	54.4444444444444	5.64102564102564	0	55.9883154819864	63.8211382113821	81.9047619047619	81.8181818181818	10.1694915254237	6.18556701030928	5.64102564102564
s__Peptostreptococcus_SGB749	36.082	35.8282208588957	61.3888888888889	5.64102564102564	0	19.8636806231743	76.4227642276423	60.9523809523809	88.0382775119617	13.5593220338983	19.0721649484536	5.64102564102564
s__Parvimonas_micra	24.02	30.2453987730061	25	5.47008547008547	0	26.2901655306719	19.5121951219512	55.5555555555556	27.7511961722488	33.8983050847458	11.340206185567	5.47008547008547
s__Campylobacter_concisus	60.988	76.8098159509202	70.2777777777778	5.47008547008547	0	73.7098344693281	84.5528455284553	91.1111111111111	99.0430622009569	27.1186440677966	18.5567010309278	5.47008547008547
s__Klebsiella_pneumoniae	4.974	6.68711656441718	0.972222222222222	5.12820512820513	7.40740740740741	6.32911392405063	13.8211382113821	2.53968253968254	0	10.1694915254237	0	5.12820512820513
s__Prevotella_nigrescens	38.058	49.2638036809816	39.5833333333333	4.95726495726496	0	48.2960077896787	19.1056910569106	82.5396825396825	54.5454545454545	23.728813559322	8.76288659793815	4.95726495726496
s__Micrococcus_luteus	5.963	8.89570552147239	0.138888888888889	4.95726495726496	3.7037037037037	11.8792599805258	2.4390243902439	5.07936507936508	0	0	0.515463917525773	4.95726495726496
s__Salmonella_enterica	0.988	0	0	4.95726495726496	0	0	0	0	0	0	0	4.95726495726496
s__Actinomyces_sp_ph3	44.77	48.8343558282209	68.0555555555556	4.78632478632479	7.40740740740741	41.2852969814995	80.4878048780488	54.6031746031746	93.5406698564593	38.9830508474576	26.2886597938144	4.78632478632479
s__Prevotella_intermedia	18.842	25.2147239263804	15.9722222222222	4.61538461538461	0	22.5900681596884	10.1626016260163	48.8888888888889	21.2918660287081	3.38983050847458	6.70103092783505	4.61538461538461
s__Alloprevotella_SGB1410	18.365	21.7791411042945	21.8055555555556	4.61538461538461	0	9.63972736124635	47.9674796747967	43.8095238095238	30.622009569378	8.47457627118644	4.12371134020619	4.61538461538461
s__Rothia_SGB49305	59.523	75.398773006135	68.3333333333333	4.44444444444444	0	82.8627069133398	39.0243902439024	89.5238095238095	87.3205741626794	16.9491525423729	50	4.44444444444444
s__Granulicatella_adiacens	54.446	74.8466257668712	48.8888888888889	4.44444444444444	0	74.7809152872444	69.1056910569106	89.5238095238095	64.1148325358852	35.5932203389831	25.7731958762887	4.44444444444444
s__Actinomyces_bouchesdurhonensis	13.22	7.54601226993865	33.1944444444444	4.44444444444444	0	4.57643622200584	13.8211382113821	13.3333333333333	51.4354066985646	0	4.63917525773196	4.44444444444444
s__Leptotrichia_wadei	46.882	56.2576687116564	60.2777777777778	4.27350427350427	0	49.3670886075949	69.9186991869919	75.5555555555556	91.3875598086124	1.69491525423729	7.21649484536082	4.27350427350427
s__Candidatus_Planktophila_sulfonica	0.852	0	0	4.27350427350427	0	0	0	0	0	0	0	4.27350427350427
s__Neisseria_sicca	56.797	77.9754601226994	51.6666666666667	4.1025641025641	0	76.7283349561831	78.4552845528455	92.0634920634921	76.0765550239234	1.69491525423729	16.4948453608247	4.1025641025641
s__Microbacterium_sp_4NA327F11	0.818	0	0	4.1025641025641	0	0	0	0	0	0	0	4.1025641025641
s__Enterococcus_faecium	1.363	0.736196319018405	0.694444444444444	3.93162393162393	0	0.389483933787731	0	2.53968253968254	0	8.47457627118644	0	3.93162393162393
s__Phocaeicola_vulgatus	9.063	8.34355828220859	14.8611111111111	3.93162393162393	3.7037037037037	6.71859785783836	26.4227642276423	0.317460317460317	24.6411483253589	0	0.515463917525773	3.93162393162393
s__Actinomyces_sp_ICM58	26.951	28.8957055214724	41.25	3.93162393162393	7.40740740740741	18.1110029211295	62.6016260162602	40.9523809523809	65.0717703349282	6.77966101694915	3.60824742268041	3.93162393162393
s__Candida_albicans	7.666	11.4110429447853	2.36111111111111	3.76068376068376	0	14.3135345666991	9.34959349593496	5.07936507936508	0	25.4237288135593	1.03092783505155	3.76068376068376
s__Streptococcus_australis	45.724	53.0061349693252	63.3333333333333	3.76068376068376	0	48.0038948393379	56.9105691056911	73.3333333333333	91.1483253588517	8.47457627118644	25.2577319587629	3.76068376068376
s__Streptococcus_anginosus	17.683	24.4171779141104	13.75	3.76068376068376	0	26.7770204479065	9.34959349593496	31.7460317460317	11.7224880382775	28.8135593220339	12.8865979381443	3.76068376068376
s__Streptococcus_constellatus	14.685	21.4723926380368	8.19444444444444	3.76068376068376	0	20.9347614410906	11.7886178861789	33.6507936507937	6.2200956937799	16.9491525423729	5.15463917525773	3.76068376068376
s__Prevotella_baroniae	9.676	13.4969325153374	5.97222222222222	3.58974358974359	0	10.5160662122687	1.21951219512195	34.6031746031746	5.50239234449761	18.6440677966102	1.54639175257732	3.58974358974359
s__Enterococcus_faecalis	1.908	0.736196319018405	3.19444444444444	3.58974358974359	0	0.68159688412853	0.813008130081301	0.952380952380952	0.239234449760766	25.4237288135593	3.60824742268041	3.58974358974359
s__Prevotella_veroralis	24.94	38.3435582822086	11.9444444444444	3.58974358974359	0	33.300876338851	23.9837398373984	71.1111111111111	13.6363636363636	23.728813559322	5.15463917525773	3.58974358974359
s__Bacteroides_uniformis	4.974	3.68098159509202	9.02777777777778	3.58974358974359	3.7037037037037	3.60272638753651	8.13008130081301	0.634920634920635	14.5933014354067	0	0	3.58974358974359
s__Peptostreptococcus_stomatis	18.092	24.1104294478528	16.25	3.58974358974359	0	17.429406037001	16.260162601626	55.2380952380952	19.1387559808612	15.2542372881356	10.8247422680412	3.58974358974359
s__TM7_phylum_sp_oral_taxon_351	27.428	25.7055214723926	50.6944444444444	3.58974358974359	0	19.0847127555988	33.3333333333333	44.7619047619048	76.7942583732057	6.77966101694915	8.24742268041237	3.58974358974359
s__Tropheryma_whipplei	0.954	0.368098159509202	0.277777777777778	3.41880341880342	0	0.389483933787731	0	0.634920634920635	0	0	1.03092783505155	3.41880341880342
s__Capnocytophaga_leadbetteri	55.026	72.8834355828221	56.5277777777778	3.41880341880342	0	70.0097370983447	71.9512195121951	92.6984126984127	81.3397129186603	8.47457627118644	17.5257731958763	3.41880341880342
s__Prevotella_oulorum	33.356	49.079754601227	22.2222222222222	3.24786324786325	0	48.6854917234664	19.9186991869919	79.6825396825397	28.7081339712919	35.5932203389831	5.15463917525773	3.24786324786325
s__Alloprevotella_SGB77721	7.087	5.70552147239264	13.3333333333333	3.24786324786325	0	4.18695228821811	14.6341463414634	4.44444444444444	16.7464114832536	8.47457627118644	7.21649484536082	3.24786324786325
s__Lancefieldella_rimae	20.954	29.0184049079755	17.0833333333333	3.24786324786325	0	28.0428432327166	8.53658536585366	52.0634920634921	17.9425837320574	40.6779661016949	7.7319587628866	3.24786324786325
s__Gemella_morbillorum	45.247	61.0429447852761	43.75	3.07692307692308	0	57.6436222005842	52.8455284552846	86.6666666666667	60.0478468899522	8.47457627118644	15.979381443299	3.07692307692308
s__Dialister_invisus	28.007	36.3803680981595	29.3055555555556	3.07692307692308	3.7037037037037	32.8140214216164	4.47154471544715	77.4603174603175	38.755980861244	23.728813559322	11.340206185567	3.07692307692308
s__Filifactor_alocis	13.322	16.9325153374233	13.4722222222222	3.07692307692308	0	12.0740019474197	8.53658536585366	41.5873015873016	16.7464114832536	6.77966101694915	4.12371134020619	3.07692307692308
s__Actinomyces_SGB17154	24.395	24.601226993865	41.25	3.07692307692308	7.40740740740741	21.6163583252191	41.869918699187	23.4920634920635	58.6124401913876	10.1694915254237	12.8865979381443	3.07692307692308
s__Alloprevotella_sp_oral_taxon_473	18.16	24.6625766871166	15.6944444444444	3.07692307692308	0	25.2190847127556	6.50406504065041	40.3174603174603	23.6842105263158	11.864406779661	0.515463917525773	3.07692307692308
s__Paraburkholderia_tropica	0.647	0.0613496932515337	0	3.07692307692308	0	0.0973709834469328	0	0	0	0	0	3.07692307692308
s__Bacteroides_fragilis	1.124	0.49079754601227	1.11111111111111	2.90598290598291	3.7037037037037	0.584225900681597	0.40650406504065	0	1.43540669856459	0	0	2.90598290598291
s__Dialister_pneumosintes	13.901	19.3865030674847	10.4166666666667	2.90598290598291	0	18.0136319376826	2.4390243902439	39.6825396825397	11.4832535885167	20.3389830508475	1.54639175257732	2.90598290598291
s__Anaeroglobus_geminatus	9.165	13.4355828220859	4.58333333333333	2.90598290598291	0	11.8792599805258	0	30.7936507936508	1.91387559808612	33.8983050847458	0	2.90598290598291
s__Veillonella_tobetsuensis	18.262	19.2024539877301	28.6111111111111	2.90598290598291	0	14.1187925998053	18.2926829268293	39.0476190476191	45.2153110047847	0	2.57731958762887	2.90598290598291
s__Haemophilus_influenzae	10.051	15.4601226993865	3.61111111111111	2.90598290598291	14.8148148148148	10.6134371957157	36.5853658536585	14.6031746031746	1.43540669856459	0	6.18556701030928	2.90598290598291
s__GGB28908_SGB41601	0.579	0	0	2.90598290598291	0	0	0	0	0	0	0	2.90598290598291
s__Oribacterium_sinus	48.484	55.8895705521472	68.8888888888889	2.73504273504274	0	46.7380720545277	82.9268292682927	72.0634920634921	98.3253588516746	11.864406779661	22.1649484536082	2.73504273504274
s__Leptotrichia_sp_oral_taxon_215	47.189	55.9509202453988	63.4722222222222	2.73504273504274	0	47.6144109055501	72.7642276422764	77.4603174603175	93.0622009569378	5.08474576271186	15.4639175257732	2.73504273504274
s__Bradyrhizobium_diazoefficiens	0.545	0	0	2.73504273504274	0	0	0	0	0	0	0	2.73504273504274
s__GGB3793_SGB5158	0.511	0	0	2.56410256410256	0	0	0	0	0	0	0	2.56410256410256
s__Uruburuella_suis	0.545	0.0613496932515337	0	2.56410256410256	0	0.0973709834469328	0	0	0	0	0	2.56410256410256
s__Staphylococcus_haemolyticus	2.828	3.61963190184049	1.25	2.56410256410256	11.1111111111111	4.08958130477118	2.84552845528455	2.22222222222222	0	15.2542372881356	0	2.56410256410256
s__Actinomyces_oris	58.705	76.8098159509202	63.3333333333333	2.56410256410256	0	84.1285296981499	41.869918699187	90.4761904761905	91.1483253588517	16.9491525423729	23.7113402061856	2.56410256410256
s__Tannerella_serpentiformis	46.235	59.6319018404908	51.3888888888889	2.56410256410256	0	52.8724440116845	57.3170731707317	91.4285714285714	75.1196172248804	10.1694915254237	12.8865979381443	2.56410256410256
s__Malassezia_restricta	2.01	1.77914110429448	2.08333333333333	2.56410256410256	0	2.43427458617332	0	1.26984126984127	0.717703349282297	18.6440677966102	0.515463917525773	2.56410256410256
s__Bacteroides_thetaiotaomicron	1.397	0.98159509202454	1.38888888888889	2.56410256410256	3.7037037037037	1.16845180136319	1.21951219512195	0	2.15311004784689	0	0	2.56410256410256
s__Parabacteroides_distasonis	1.295	0.613496932515337	1.80555555555556	2.56410256410256	3.7037037037037	0.68159688412853	0.813008130081301	0	2.15311004784689	0	0.515463917525773	2.56410256410256
s__Alloscardovia_omnicolens	5.622	2.33128834355828	15.5555555555556	2.56410256410256	0	2.14216163583252	0	5.07936507936508	23.6842105263158	5.08474576271186	3.09278350515464	2.56410256410256
s__Sphingomonas_echinoides	0.511	0	0	2.56410256410256	0	0	0	0	0	0	0	2.56410256410256
s__GGB4936_SGB6889	22.726	27.6073619631902	28.0555555555556	2.56410256410256	0	21.2268743914314	26.4227642276423	53.015873015873	43.5406698564593	0	3.09278350515464	2.56410256410256
s__GGB1202_SGB1567	23.918	24.7239263803681	39.5833333333333	2.39316239316239	0	15.968841285297	62.1951219512195	27.3015873015873	60.0478468899522	13.5593220338983	4.63917525773196	2.39316239316239
s__Gemella_SGB47116	56.048	77.239263803681	51.6666666666667	2.39316239316239	0	80.0389483933788	74.7967479674797	80.3174603174603	71.7703349282297	15.2542372881356	18.0412371134021	2.39316239316239
s__Slackia_exigua	10.596	13.1288343558282	11.5277777777778	2.39316239316239	0	11.3924050632911	5.28455284552845	26.6666666666667	14.1148325358852	27.1186440677966	2.57731958762887	2.39316239316239
s__Finegoldia_magna	1.499	0.122699386503067	3.88888888888889	2.39316239316239	0	0.194741966893866	0	0	0.478468899521531	42.3728813559322	0.515463917525773	2.39316239316239
s__Aquirufa_antheringensis	0.477	0	0	2.39316239316239	0	0	0	0	0	0	0	2.39316239316239
s__Lautropia_mirabilis	52.198	74.0490797546012	43.1944444444444	2.39316239316239	0	71.4703018500487	71.9512195121951	93.968253968254	66.5071770334928	5.08474576271186	9.27835051546392	2.39316239316239
s__Lachnoanaerobaculum_orale	44.566	52.3312883435583	61.25	2.39316239316239	3.7037037037037	45.5696202531646	86.1788617886179	54.6031746031746	88.9952153110048	8.47457627118644	18.0412371134021	2.39316239316239
s__Porphyromonas_gingivalis	6.167	8.71165644171779	3.47222222222222	2.39316239316239	0	6.2317429406037	0.813008130081301	24.1269841269841	4.06698564593301	5.08474576271186	2.06185567010309	2.39316239316239
s__Curvibacter_gracilis	0.511	0.0613496932515337	0	2.39316239316239	0	0.0973709834469328	0	0	0	0	0	2.39316239316239
s__Cutibacterium_modestum	0.75	0.429447852760736	0.138888888888889	2.39316239316239	0	0.486854917234664	0	0.634920634920635	0	0	0.515463917525773	2.39316239316239
s__GGB49400_SGB69312	6.985	10.2453987730061	3.47222222222222	2.22222222222222	0	7.88704965920156	1.6260162601626	26.031746031746	3.34928229665072	3.38983050847458	0.515463917525773	2.22222222222222
s__GGB1188_SGB1538	4.123	5.88957055214724	1.66666666666667	2.22222222222222	0	3.31061343719572	2.03252032520325	18.0952380952381	2.63157894736842	0	0.515463917525773	2.22222222222222
s__Prevotella_SGB98243	8.484	10.4294478527607	9.16666666666667	2.22222222222222	0	5.9396299902629	3.65853658536585	31.7460317460317	13.1578947368421	3.38983050847458	1.54639175257732	2.22222222222222
s__Lactobacillus_gasseri	5.043	6.50306748466258	4.02777777777778	2.22222222222222	0	8.27653359298929	0.813008130081301	6.03174603174603	0	23.728813559322	7.7319587628866	2.22222222222222
s__Stomatobaculum_longum	34.583	40.0613496932515	48.4722222222222	2.22222222222222	0	35.1509250243427	66.6666666666667	40.6349206349206	70.0956937799043	11.864406779661	12.8865979381443	2.22222222222222
s__Streptococcus_cristatus	43.135	62.5153374233129	32.5	2.22222222222222	0	61.2463485881207	44.7154471544715	88.8888888888889	47.8468899521531	10.1694915254237	7.21649484536082	2.22222222222222
s__Actinomyces_SGB17163	48.722	60.9815950920245	58.75	2.22222222222222	3.7037037037037	56.7672833495618	69.9186991869919	75.5555555555556	90.6698564593301	8.47457627118644	11.340206185567	2.22222222222222
s__Alloprevotella_sp_Lung230	26.167	40.7975460122699	12.5	2.22222222222222	0	38.4615384615385	17.8861788617886	71.7460317460317	18.6602870813397	3.38983050847458	2.06185567010309	2.22222222222222
s__Cloacibacterium_caeni	2.283	2.76073619631902	1.25	2.22222222222222	0	4.18695228821811	0	0.634920634920635	1.67464114832536	0	0.515463917525773	2.22222222222222
s__Solobacterium_moorei	18.876	25.7668711656442	16.8055555555556	2.22222222222222	0	22.3953261927945	6.50406504065041	55.2380952380952	21.5311004784689	6.77966101694915	9.27835051546392	2.22222222222222
s__Solobacterium_SGB6828	17.274	19.8159509202454	23.75	2.22222222222222	0	11.587147030185	53.2520325203252	23.1746031746032	34.688995215311	1.69491525423729	9.27835051546392	2.22222222222222
s__GGB1203_SGB1568	31.244	32.0245398773006	53.1944444444444	2.05128205128205	0	20.5452775073028	58.9430894308943	52.6984126984127	80.622009569378	13.5593220338983	7.21649484536082	2.05128205128205
s__Gemella_haemolysans	60.852	87.7300613496933	47.7777777777778	2.05128205128205	0	91.8208373904576	88.2113821138211	85.7142857142857	61.244019138756	6.77966101694915	27.319587628866	2.05128205128205
s__GGB74353_SGB98242	14.889	19.3251533742331	15.2777777777778	2.05128205128205	0	13.047711781889	13.8211382113821	46.6666666666667	22.2488038277512	10.1694915254237	0.515463917525773	2.05128205128205
s__Prevotella_shahii	26.065	30.1840490797546	36.25	2.05128205128205	0	19.4741966893866	45.5284552845528	57.1428571428571	53.3492822966507	1.69491525423729	7.21649484536082	2.05128205128205
s__Oribacterium_parvum	28.382	27.7300613496933	51.25	2.05128205128205	0	11.6845180136319	69.9186991869919	50.7936507936508	76.7942583732057	3.38983050847458	8.76288659793815	2.05128205128205
s__Alistipes_finegoldii	0.681	0.184049079754601	0.694444444444444	2.05128205128205	3.7037037037037	0.194741966893866	0	0	0.478468899521531	0	0	2.05128205128205
s__Kocuria_rhizophila	1.635	2.14723926380368	0.138888888888889	2.05128205128205	0	1.94741966893866	3.2520325203252	2.22222222222222	0	0	0.515463917525773	2.05128205128205
